FOOD NAME	EHR PATIENT COUNT FOR FOOD NAME	GPT-based ingredient list
Ash-e doogh	0	Yogurt | Water | Rice | Mint | Cucumber | Salt | Pepper | Dried mint
Asham	14	Wheat flour|Sugar|Ghee|Cardamom|Almonds|Cashews|Saffron|Water
Ashke Pithe	0	Rice flour | Jaggery | Coconut | Cardamom pods | Water | Oil
Ashure	5	Wheat berries|Chickpeas|Beans|Lentils|Dried fruits|Nuts|Sugar|Water
Asida	0	Wheat flour | Water | Salt
Asín tibuok	0	Glutinous rice flour|coconut milk|sugar|banana leaves
Asinan	0	Cucumber | Carrot | Cabbage | Bean sprouts | Tofu | Peanut | Chili | Vinegar | Sugar | Salt
Assidat Zgougou	0	Wheat flour|Ground almonds|Sesame seeds|Honey|Zgougou (powdered dried fruits and nuts)|Rose water
Atama soup	0	Yam | Palm oil | Meat | Stockfish | Dry fish | Crayfish | Pepper | Seasoning cubes | Water | Salt
Atchara	1	Green papaya | Carrots | Red bell pepper | Raisins | Garlic | Ginger | Sugar | Vinegar | Salt | Black pepper
Atole	9	Corn flour|Water|Sugar|Cinnamon
Au jus	68	Beef drippings | Beef broth | Red wine | Garlic | Thyme | Rosemary | Bay leaf | Salt | Pepper
Aush	4	Lentils|Beans|Noodles|Onions|Garlic|Turmeric|Coriander|Parsley|Dill|Spinach|Yogurt|Kashk|Oil|Salt|Pepper
Aush jushpare	0	Lamb | Onion | Tomato paste | Chickpeas | Lentils | Noodles | Mint | Turmeric | Salt | Pepper
Aush reshteh	0	Lentils|Beans|Noodles|Onion|Garlic|Spinach|Herbs|Kashk
Aushak	0	Mantoo wrappers|Leeks|Garlic|Ground beef|Yogurt|Dried mint|Tomato sauce|Yellow split peas|Turmeric|Salt|Black pepper
AussieMite	0	Yeast extract | Salt | Vegetable extract | Vitamin B12
Avena	1502	Oats|Water|Cinnamon|Sugar|Vanilla Extract
Avgolemono	7	Chicken broth | Eggs | Lemon juice | Rice or orzo pasta
Avial	298	Coconut | Yogurt | Mixed Vegetables | Green Chilies | Curry Leaves | Cumin Seeds | Turmeric Powder | Coconut Oil | Salt
Avoador	0	Avocado | Tomato | Onion | Lime | Salt | Pepper | Cilantro
Avocado and milk in ice	0	Avocado | Milk | Sugar | Ice
Avocado soup	17	Avocado | Chicken broth | Lime juice | Garlic | Salt | Pepper | Cilantro
Awara broth	0	Awara seeds | Meat | Fish | Palm oil | Onions | Pepper | Salt
Axoa	4	Veal | Espelette pepper | Onion | Garlic | White wine | Bay leaf | Thyme
Ayam bakar	0	Chicken | Soy sauce | Lime juice | Garlic | Shallots | Ginger | Chili | Brown sugar | Salt | Pepper
Ayam buah keluak	0	Chicken | Buah keluak nuts | Tamarind | Galangal | Lemongrass | Shallots | Garlic | Candlenuts | Dried shrimp
Ayam bumbu rujak	0	Chicken | Kecap manis | Lime juice | Garlic | Shallots | Red chilies | Tamarind paste | Palm sugar | Salt
Ayam geprek	0	Chicken | Flour | Salt | Pepper | Garlic | Shallots | Lime | Chili | Tomato | Cabbage | Rice
Ayam goreng	0	Chicken | Garlic | Shallots | Turmeric | Coriander | Lemongrass | Galangal | Salt | Sugar | Oil
Ayam goreng kalasan	0	Chicken | Coconut milk | Garlic | Shallots | Coriander | Turmeric | Galangal | Bay leaves | Lemongrass | Kaffir lime leaves | Salt | Sugar | Tamarind juice
Ayam kecap	0	Chicken | Soy sauce | Garlic | Shallots | Ginger | Brown sugar | Kaffir lime leaves | Water
Ayam kodok	0	Chicken | Eggs | Flour | Bread crumbs | Salt | Pepper | Garlic | Onion | Cooking oil
Ayam masak merah	0	Chicken | Onion | Garlic | Ginger | Lemongrass | Tomato | Chili | Tomato paste | Coconut milk | Oil | Salt | Sugar | Turmeric | Cumin | Coriander
Ayam pansuh	0	Chicken | Lemongrass | Ginger | Salt | Water | Daun Salam leaves | Daun Kesum leaves | Bunga Kantan flower buds | Salt to taste
Ayam penyet	0	Chicken | Rice | Sambal | Cucumber | Tomato | Lime
Ayam pop	0	Chicken | Garlic | Shallots | Ginger | Galangal | Lemongrass | Turmeric | Candlenuts | Salt | Sugar | Oil | Water
Ayam rica-rica	0	Chicken | Shallots | Garlic | Red chili peppers | Green chili peppers | Tomatoes | Lime leaves | Lemongrass | Galangal | Tamarind paste | Salt | Sugar | Oil
Ayam Taliwang	0	Chicken | Chili peppers | Garlic | Shallots | Lime juice | Salt | Sugar | Tomatoes
Ayigbe biscuit	0	Flour|Sugar|Butter|Eggs|Baking powder|Salt|Vanilla essence
Ayran	3	Yogurt | Water | Salt
Ayva tatlısı	0	Quince, sugar, water, lemon juice, cloves, cinnamon
Azevia	1	Sweet potatoes | Sugar | Eggs | Lemon zest | Cinnamon | Flour | Olive oil
Baba ghanoush	57	Eggplant | Tahini | Lemon juice | Garlic | Olive oil | Salt | Cumin | Paprika
Babarsa	0	Chicken | Rice | Onions | Garlic | Ginger | Yogurt | Spices
Babi hong	0	Pork belly|Garlic|Shallots|Ginger|Fermented bean paste|Soy sauce|Sugar|Salt|Water
Babi kecap	0	Pork belly | Soy sauce | Palm sugar | Shallots | Garlic | Ginger | Star anise | Cloves | Cinnamon | Water
Babi panggang	0	Pork belly | Garlic | Shallots | Ginger | Turmeric | Coriander | Candlenuts | Tamarind | Palm sugar | Salt | Pepper
Babka	13	Flour | Sugar | Eggs | Butter | Milk | Yeast | Salt | Chocolate | Cinnamon
Baby food	42840	Carrots | Sweet potatoes | Peas | Apples | Bananas | Pears | Oatmeal | Rice
Bacalao al ajoarriero	0	Bacalao | Potatoes | Red bell pepper | Onion | Garlic | Olive oil | Paprika | Salt | Pepper
Bacalao al pil pil	0	Bacalao | Olive oil | Garlic
Baccalà all'abruzzese	0	Baccalà | Olive oil | Onion | Garlic | Tomatoes | Black olives | Capers | Parsley | Red pepper flakes | Salt | Pepper
Baccalà alla lucana	0	Baccalà | Potatoes | Tomatoes | Olives | Capers | Garlic | Parsley | Chili pepper | Olive oil
Baccalà mantecato	0	Baccalà | Olive oil | Garlic | Milk | Salt | Pepper
Baci di dama	0	Hazelnuts | Butter | Sugar | Flour | Dark chocolate
Bacon	110259	Pork belly|Salt|Sugar|Nitrites
Bacon and cabbage	1	Bacon | Cabbage
Bacon and egg pie	0	Bacon | Eggs | Pastry | Milk | Salt | Pepper
Bacon Deluxe	2	Bacon | Beef patty | Cheese | Lettuce | Tomato | Onion | Pickles | Special sauce | Sesame seed bun
Bacon Explosion	0	Bacon | Sausage | BBQ sauce | Rub
Bacon ice cream	41	Bacon | Heavy cream | Whole milk | Egg yolks | Sugar | Maple syrup | Salt
Bacon jam	3	Bacon | Onion | Brown sugar | Apple cider vinegar | Coffee | Maple syrup | Garlic | Black pepper
Bacon sandwich	446	Bacon | Bread | Butter | Lettuce | Tomato | Mayonnaise
Bacon soup	109	Bacon | Onion | Carrot | Celery | Garlic | Potatoes | Chicken broth | Heavy cream | Thyme | Bay leaf | Salt | Pepper
Bacon sundae	1	Bacon | Ice cream | Caramel sauce | Whipped cream
Bacon, egg and cheese sandwich	50	Bacon | Egg | Cheese | Bread
Bacone	2	Bacon | Waffle batter | Maple syrup
Badrijani	0	Eggplant | Walnuts | Garlic | Vinegar | Pomegranate seeds | Olive oil | Salt
Baechu-kimchi	0	Napa cabbage | Korean radish | Korean pear | Garlic | Ginger | Green onion | Red chili pepper flakes | Fish sauce | Salt | Sugar
Baeckeoffe	0	Beef | Pork | Lamb | Potatoes | Carrots | Onions | Garlic | Bay leaves | Thyme | Parsley | White wine
Baek-kimchi	0	Napa cabbage | Korean radish | Garlic | Ginger | Green onions | Red pepper flakes | Fish sauce | Salt | Sugar
Baekseolgi	0	Rice flour | Salt | Water
Baeksuk	0	Chicken | Garlic | Ginger | Green onions | Salt | Water
Bağaça	0	Flour | Yeast | Sugar | Salt | Olive oil | Water
Bagara khana	0	Basmati rice | Ghee | Cloves | Cinnamon | Cardamom pods | Bay leaves | Onions | Green chilies | Ginger-garlic paste | Turmeric powder | Red chili powder | Yogurt | Mint leaves | Coriander leaves | Salt | Water
Bagel	43189	Flour | Water | Yeast | Salt | Sugar
Bagel dog	19	Bagel | Hot dog | Cheese | Mustard | Ketchup
Bagel toast	188	Bagel | Cream cheese | Smoked salmon | Capers | Red onion | Dill
Baghaar-e-baingan	0	Eggplant | Mustard seeds | Cumin seeds | Fenugreek seeds | Turmeric powder | Red chili powder | Tamarind pulp | Jaggery | Salt | Oil | Water
Baghali ghatogh	0	Fava beans | Dill | Eggs | Garlic | Turmeric | Salt | Pepper | Oil
Baghali polo	0	Basmati rice | Dill | Fava beans | Lamb | Onion | Turmeric | Saffron | Salt | Pepper
Baghrir	0	Semolina | All-purpose flour | Yeast | Sugar | Baking powder | Salt | Water
Bagna càuda	0	Anchovies | Garlic | Olive oil | Butter | Cream
Bagnet	0	Pork belly | Salt | Pepper | Garlic | Bay leaves | Vinegar | Water | Oil
Bagnun	0	Fish | Olive oil | Vinegar | Garlic | Parsley | Bread crumbs | Salt | Pepper
Bagoong	2	Shrimp | Salt | Fish
Bagoong fried rice	0	Cooked rice | Bagoong (fermented shrimp paste) | Garlic | Onions | Tomatoes | Green onions | Eggs | Cooking oil
Bagoong monamon	0	Monamon fish | Salt | Water
Baguette	802	Flour | Water | Yeast | Salt
Baguio longganisa	0	Pork | Garlic | Vinegar | Salt | Pepper | Sugar | Paprika | Curing Salt
Bah-oân	0	Pork belly | shrimp | squid | fish sauce | sugar | garlic | chili | lemongrass | shallots | turmeric | galangal | shrimp paste | coconut milk | water | salt
Bahulu	0	Eggs | Sugar | Flour | Baking powder | Coconut milk
Bai pong moan	0	Chicken | Lemongrass | Garlic | Shallots | Galangal | Kaffir lime leaves | Turmeric | Coconut milk | Fish sauce | Sugar | Salt | Water
Baião de dois	0	Rice | Black beans | Bacon | Sausage | Onion | Garlic | Bell pepper | Tomato | Cilantro | Salt | Pepper
Baicoli	0	Flour | Sugar | Eggs | Butter | Milk | Yeast
Baingan bharta	2	Eggplant | Tomatoes | Onions | Green chilies | Ginger | Garlic | Cilantro | Spices
Bajadera	0	Hazelnuts | Sugar | Butter | Chocolate | Milk | Vanilla essence
Bajigur	0	Coconut milk | ginger | lemongrass | pandan leaves | palm sugar | salt
Bajjaria	0	Chickpea flour | Onions | Green chilies | Coriander leaves | Salt | Baking soda | Water
Bak kut teh	0	Pork ribs | Garlic | White pepper | Dark soy sauce | Light soy sauce | Star anise | Cinnamon | Cloves | Dried chili | Mushrooms | Tofu skin
Bakakak hayam	0	Chicken | Coconut milk | Lemongrass | Kaffir lime leaves | Galangal | Turmeric | Shallots | Garlic | Red chilies | Tamarind paste | Palm sugar | Salt
Bakarkhani	0	All-purpose flour | Sugar | Ghee | Milk | Salt | Nigella seeds
Bakarwadi	0	Gram flour | Coconut | Sesame seeds | Poppy seeds | Tamarind | Jaggery | Red chili powder | Turmeric powder | Asafoetida | Garam masala | Salt | Oil
Bakauke	0	Rice | Vinegar | Sugar | Salt | Kombu | Bonito flakes | Soy sauce | Mirin | Sake
Baked Alaska	4	Sponge cake | Ice cream | Meringue
Baked bean sandwich	0	Baked beans | Bread | Butter | Cheese | Bacon | Onions
Baked beans	16381	Navy beans | Tomato sauce | Brown sugar | Mustard | Onion | Bacon
Baked pork chop rice	7	Pork chops | Rice | Tomato sauce | Cheese | Onion | Bell pepper | Corn kernels | Peas
Baked potato	25791	Potato | Butter | Salt | Pepper | Sour cream | Chives | Cheese | Bacon
Bakewell pudding	0	Shortcrust pastry | Raspberry jam | Almond filling | Flaked almonds
Bakewell tart	1	Shortcrust pastry | Raspberry jam | Almond filling | Flaked almonds
Bakkwa	0	Pork | Sugar | Soy sauce | Fish sauce | Rice wine | Spices
Baklava	452	Phyllo dough | Nuts (typically walnuts or pistachios) | Sugar | Butter | Honey | Lemon juice | Cinnamon
Bakmi	0	Egg noodles | Chicken | Bok choy | Mushrooms | Soy sauce | Garlic | Shallots | Green onions
Bakpia	0	Mung beans|sugar|wheat flour|cooking oil|salt
Bakpia pathok	0	Green beans|sugar|wheat flour|cooking oil
Bakso	0	Ground beef|Tapioca starch|Salt|Pepper|Garlic|Shallots|Nutmeg|Ice water
Bakwan	0	Carrot | Cabbage | Bean sprouts | Spring onions | Garlic | Shallots | Salt | Pepper | Cornstarch | Water | Oil
Bal mithai	0	Milk | Sugar | Ghee | Khoya | Paneer
Balado	0	Red chilies | shallots | garlic | tomatoes | salt | sugar | cooking oil
Balaleet	0	Vermicelli | Sugar | Cardamom | Saffron | Eggs | Ghee | Rose water
Balao-balao	0	Rice | Shrimp | Salt | Water | Fermented Rice Wash
Balbacua	0	Beef tripe | Beef shank | Beef tendon | Peanut butter | Soy sauce | Garlic | Onion | Ginger | Star anise | Black peppercorns | Bay leaves | Water
Balchão	0	Shrimp | Vinegar | Red chilies | Garlic | Ginger | Cumin seeds | Turmeric | Cloves | Cinnamon | Sugar | Salt
Baleada	0	Flour tortilla | Refried beans | Cheese | Cream | Avocado | Sliced meat
Balep korkun	0	Flour | Water | Salt
Balikucha	0	Fish | Rice | Mustard oil | Turmeric | Salt | Green chilies | Ginger | Garlic | Onion | Cumin seeds | Mustard seeds | Red chili powder | Coriander powder | Cumin powder | Garam masala
Balila	2	Chickpeas | Olive oil | Lemon juice | Garlic | Cumin | Salt | Paprika | Parsley
Balisto	0	Whole grain cereals | Raisins | Nuts | Honey | Chocolate
Balık çorbası	0	Fish | Onion | Carrot | Potato | Tomato | Olive oil | Flour | Lemon | Salt | Black pepper | Water
Ballokume	0	Flour | Sugar | Eggs | Butter | Baking powder | Vanilla extract | Almonds | Lemon zest
Balmoral chicken	0	Chicken breast | Haggis | Whisky cream sauce
Balparmak tatlısı	0	Honey | Butter | Flour | Walnuts | Cinnamon
Balsamic vinegar	4076	Grape must | Wine vinegar
Balut	12	Duck embryo | Salt | Chili | Vinegar
Balyk	0	Salmon | Salt | Sugar | Dill
Bamba	930	Peanuts|Corn grits|Palm oil|Salt
Bambalouni	0	Flour | Sugar | Baking powder | Salt | Water | Oil
Bamia	3	Okra | Tomatoes | Onions | Garlic | Olive oil | Lemon juice | Salt | Pepper
Bamischijf	0	Ground beef|Onion|Soy sauce|Spices|Noodles|Egg|Breadcrumbs|Oil
Bammy	0	Cassava | Salt | Water
Bamsemums	0	Marshmallows | Chocolate | Coconut oil | Sprinkles
Banana boat	732	Banana | Chocolate chips | Mini marshmallows | Aluminum foil
Banana bread	2320	Bananas | Flour | Sugar | Eggs | Butter | Baking soda | Salt
Banana cream pie	81	Bananas | Pie crust | Pastry cream | Whipped cream
Banana cue	0	Bananas | Brown sugar | Cooking oil
Banana custard	7	Bananas | Milk | Sugar | Eggs | Cornstarch | Vanilla extract
Banana fritter	0	Bananas | Flour | Sugar | Baking powder | Salt | Water | Oil
Banana ketchup	1	Bananas|Sugar|Vinegar|Spices|Onions|Garlic
Banana pudding	431	Bananas | Vanilla wafers | Vanilla pudding | Milk | Whipped cream
Banana roll	396	Bananas | Flour | Sugar | Eggs | Baking powder | Salt | Cinnamon | Vanilla extract | Butter | Milk
Banana split	181	Banana | Ice cream | Chocolate sauce | Whipped cream | Nuts | Cherries
Bananas Foster	15	Bananas | Brown sugar | Butter | Cinnamon | Dark rum | Banana liqueur | Vanilla ice cream
Banbury cake	0	Flour | Butter | Currants | Raisins | Sugar | Lemon zest | Nutmeg | Egg | Milk | Brandy | Water | Apricot jam
Bandeja paisa	1	Rice | Red beans | Ground beef | Chicharrón | Fried egg | Avocado | Plantain | Arepa | Hogao
Bandrek	0	Ginger | Cinnamon | Cloves | Palm sugar | Water | Coconut milk
Bandung	6	Rose syrup | Condensed milk | Water | Ice cubes
Banga rice	0	Rice|Palm nut extract|Assorted meat|Fish|Palm oil|Onions|Pepper|Seasoning cubes|Salt
Bangers and mash	0	Sausages | Mashed potatoes | Gravy
Bánh	2	Rice flour | Water | Coconut milk | Sugar | Salt
Bánh bao	0	Pork | Shiitake mushrooms | Onions | Chinese sausage | Hard-boiled eggs
Bánh bèo	0	Rice flour | Water | Tapioca starch | Pork belly | Dried shrimp | Green onions | Fried shallots | Fish sauce | Sugar | Vinegar | Garlic | Chili peppers
Bánh bò	0	Rice flour | Tapioca starch | Sugar | Coconut milk | Pandan leaves | Yeast
Bánh bột lọc	0	Tapioca starch|Shrimp|Pork belly|Green onions|Fish sauce|Sugar|Salt|Water
Bánh canh	0	Pork | Shrimp | Fish cake | Crab meat | Rice noodles | Broth
Bánh cáy	0	Rice flour | Tapioca starch | Sugar | Coconut milk | Pandan leaves | Salt
Bánh chưng	0	Glutinous rice | Pork belly | Mung beans | Shallots | Fish sauce | Pepper | Banana leaves
Bánh chuối	0	Ripe bananas | Coconut milk | Sugar | Tapioca pearls | Pandan leaves | Salt | Coconut cream | Roasted peanuts
Bánh cốm	0	Glutinous rice | Young green rice flakes | Mung bean | Sugar | Coconut milk | Sesame seeds
Bánh cuốn	0	Rice flour | Water | Ground pork | Wood ear mushrooms | Shallots | Fish sauce | Sugar | Vegetable oil | Fresh herbs
Bánh da lợn	0	Rice flour|Tapioca starch|Sugar|Coconut milk|Pandan leaves|Water|Agar agar powder
Bánh đúc	0	Rice flour | Water | Salt | Tapioca starch | Mung bean | Coconut milk | Sugar | Sesame seeds
Bánh gối	0	Ground pork|Shiitake mushrooms|Glass noodles|Carrots|Onions|Garlic|Seasonings
Bánh hỏi	0	Rice vermicelli | Pork | Shrimp | Fresh herbs | Lettuce | Cucumber | Pickled carrots | Pickled daikon | Green onions
Bánh in	0	Rice flour | Tapioca starch | Water | Sugar | Coconut milk | Pandan leaves
Bánh khoai mì	0	Cassava | Coconut milk | Sugar | Salt | Tapioca starch | Pandan leaves
Bánh lá	0	Sticky rice | Pork belly | Mung bean | Shallots | Garlic | Fish sauce | Salt | Pepper | Banana leaves
Bánh mì	2	Baguette | Pork | Pâté | Pickled vegetables | Cilantro | Jalapeños | Mayonnaise
Bánh phu thê	0	Glutinous rice flour | Water | Sugar | Grated coconut | Roasted sesame seeds
Bánh pía	0	Flour|Sugar|Oil|Salt|Green bean paste|Pork floss
Bánh rán	0	Rice flour | Tapioca starch | Mung bean | Ground pork | Wood ear mushrooms | Shallots | Garlic | Fish sauce | Sugar | Black pepper | Salt
Bánh rế	0	Rice flour | Tapioca starch | Water | Minced pork | Wood ear mushrooms | Shallots | Garlic | Fish sauce | Sugar | Salt | Black pepper | Vegetable oil
Bánh tẻ	0	Rice flour | Water | Coconut milk | Salt | Sugar | Green onion oil
Bánh tét	0	Glutinous rice|Pork belly|Mung beans|Black pepper|Salt|Banana leaves
Bánh tráng	0	Rice paper|Pork|Shrimp|Herbs|Lettuce|Bean sprouts|Cucumber|Green banana|Star fruit|Pineapple|Vietnamese mint|Perilla|Basil|Fish sauce|Chili|Garlic|Sugar|Lime|Peanuts|Sesame seeds
Bánh xèo	0	Rice flour | Coconut milk | Turmeric powder | Water | Pork belly | Shrimp | Bean sprouts | Herbs | Lettuce | Rice paper | Dipping sauce
Banitsa	0	Phyllo dough | Feta cheese | Eggs | Yogurt | Butter
Banket	35	Almond paste | Puff pastry | Egg wash
Banku	3	Corn dough | Cassava dough | Water | Salt
Banmian	0	Noodles | Broth | Meat (usually pork or chicken) | Vegetables (such as bok choy or spinach) | Egg | Spring onions
Banmian	0	Noodles|Broth|Minced meat|Vegetables|Egg|Chili sauce
Bannock	71	Flour | Baking powder | Salt | Water | Butter
Bannu pulao	0	Basmati rice | Lamb meat | Onions | Tomatoes | Garlic | Ginger | Green chilies | Yogurt | Garam masala | Cumin seeds | Black cardamom pods | Cloves | Cinnamon | Bay leaves | Salt | Oil
Banoffee pie	0	Bananas | Toffee | Whipped cream | Digestive biscuits | Butter
Banosh	0	Cornmeal | Sour cream | Bacon | Cheese
Bansh	0	Bamboo shoots|Mustard oil|Green chilies|Turmeric powder|Salt|Water
Banta	5808	Lemon juice|Black salt|Roasted cumin powder|Chaat masala|Soda water|Ice cubes
Bantan	3	Rice | Coconut milk | Pandan leaves | Salt
Baozi	2	Flour | Yeast | Meat (pork, beef, or chicken) | Vegetables | Seasonings
Bap	6458	Rice | Vegetables | Meat | Egg | Soy sauce | Sesame oil | Sesame seeds | Gochujang (red chili paste) | Garlic | Salt
Bappir	0	Barley | Emmer wheat | Malted barley | Water
Bar One	256	Milk chocolate | Caramel | Nougat
Bar-le-duc jelly	0	Red currants | Sugar | Water
Bara brith	0	Flour | Sugar | Mixed dried fruit | Tea | Egg | Marmalade
Barazek	0	Sesame seeds|Sugar|Flour|Butter|Pistachios|Honey
Barbajada	0	Espresso | Milk | Cocoa powder | Sugar
Barbajuan	0	Swiss chard leaves | Ricotta cheese | Parmesan cheese | Eggs | Flour | Nutmeg | Salt | Pepper | Olive oil
Barbari bread	0	Flour | Water | Yeast | Salt | Sesame seeds
Barbecue bologna	0	Bologna | Barbecue sauce | Brown sugar | Worcestershire sauce | Hot sauce
Barbecue sauce	3079	Tomato paste | Vinegar | Brown sugar | Worcestershire sauce | Mustard | Garlic | Onion | Spices
Barbecue spaghetti	0	Spaghetti | Barbecue sauce | Ground beef | Onion | Bell pepper | Garlic | Worcestershire sauce | Brown sugar | Chili powder | Cumin | Salt | Pepper
Barbine	1	Beef | Onion | Tomato | Spices
Bardiccio	0	Pork shoulder|Garlic|Rosemary|Sage|Fennel seeds|Red wine vinegar|Salt|Pepper
Barfi	15	Milk | Sugar | Ghee | Cardamom | Nuts
Bariis iskukaris	0	Basmati rice | Chicken | Onions | Tomatoes | Tomato paste | Garlic | Ginger | Cilantro | Green chilies | Spices
