Wikipedia food name	milk	eggs	fish	shellfish	tree nuts	peanuts	wheat	soy
Binignit	1	0	0	0	0	0	0	0
Bint al-sahn	0	0	0	0	0	0	1	0
Binte biluhuta	0	0	1	0	0	0	0	0
Bionico	1	0	0	0	1	0	0	0
Bir pletok	0	0	0	0	0	0	0	0
Bird s Custard	0	0	0	0	0	0	0	0
Birnbrot	0	1	0	0	1	0	1	0
Birnen, Bohnen und Speck	0	0	0	0	0	0	0	0
Birnenhonig	0	0	0	0	0	0	0	0
Birria	0	0	0	0	0	0	0	0
Biryani	1	0	0	0	0	0	0	0
Bisciola	0	1	0	0	1	0	1	0
Biscocho	0	1	0	0	0	0	1	0
Biscotti	0	1	0	0	1	0	1	0
Biscotti di San Martino	0	1	0	0	1	0	1	0
Biscotti regina	0	1	0	0	0	0	1	0
Biscuit	1	0	0	0	0	0	1	0
Biscuit rose de Reims	0	1	0	0	0	0	1	0
Biscuit Tortoni	0	1	0	0	1	0	0	0
Bisque	1	0	1	1	0	0	0	0
Bissara	0	0	0	0	0	0	0	0
Bistecca alla fiorentina	0	0	0	0	0	0	0	0
Bistek	0	0	0	0	0	0	0	1
Bitterballen	0	1	0	0	0	0	1	0
Bizcochito	0	0	0	0	0	0	1	0
Bizcocho	1	1	0	0	0	0	1	0
Blaa	0	0	0	0	0	0	1	0
Blåbärssoppa	0	0	0	0	0	0	0	0
Black and white cookie	1	1	0	0	0	0	1	0
Black bun	0	0	0	0	1	0	1	0
Black dumplings	0	0	0	0	0	0	1	1
Black Forest gateau	1	1	0	0	0	0	1	0
Black pepper crab	0	0	1	1	0	0	0	1
Black pudding	0	0	0	0	0	0	1	0
Black sesame rice cake	0	0	0	0	0	0	1	0
Black sesame roll	0	0	0	0	0	0	1	0
Black sesame soup	0	0	0	0	1	0	0	0
Black soup	0	0	1	1	0	0	0	0
Blackberry pie	0	0	0	0	0	0	1	0
Blancmange	1	0	0	0	0	0	0	0
Blanquette de veau	1	1	0	0	0	0	1	0
Blini	1	1	0	0	0	0	1	0
Blintz	1	1	0	0	0	0	1	0
Blodpalt	0	0	1	0	0	0	1	0
Blondie	1	1	0	0	0	0	1	0
Blood as food	0	0	0	0	0	0	0	0
Blood sausage	0	0	0	0	0	0	1	0
Blood soup	0	0	0	0	0	0	0	0
Blooming onion	1	1	0	0	0	0	1	0
Bløtkake	1	1	0	0	0	0	1	0
BLT	0	0	0	0	0	0	0	0
Blue cake	1	1	0	0	0	0	1	0
Blue cheese dressing	1	0	0	0	0	0	0	0
Blue moon	1	1	0	0	0	0	0	0
Blueberry pie	1	0	0	0	0	0	1	0
Blunkett salad	1	0	0	0	0	0	0	0
Bò kho	0	0	1	0	0	0	0	1
Bò nướng lá lốt	0	0	1	0	0	0	0	0
Boatnoodles	0	0	0	0	0	0	1	0
Bob chorba	0	0	0	0	0	0	0	0
Boba ice cream bar	1	0	0	0	0	0	0	0
Bobó de camarão	0	0	1	1	0	0	0	0
Bobotie	1	1	0	0	1	0	1	0
Bocadillo	1	0	0	0	0	0	1	0
Bocadillo	1	0	0	0	0	0	1	0
Bocconotto	0	1	0	0	1	0	1	0
Boeber	1	0	0	0	1	0	0	0
Boerenjongens	0	0	0	0	0	0	0	0
Boerewors	0	0	0	0	0	0	0	0
Bøfsandwich	0	0	0	0	0	0	1	0
Boil up	0	0	0	0	0	0	0	0
Boiled egg	0	1	0	0	0	0	0	0
Bokkeum	0	0	0	0	0	0	0	1
Bokkeum-bap	0	1	0	0	0	0	0	1
Bokkoms	0	0	1	0	0	0	0	0
Bolani	0	0	0	0	0	0	1	0
Boliche	0	0	0	0	0	0	0	0
Bolillo	0	0	0	0	0	0	1	0
Bolinho de chuva	1	1	0	0	0	0	1	0
Bolinhos de mandioca com mel	0	1	0	0	0	0	1	0
Bollito misto	0	0	0	0	0	0	0	0
Bollo	0	1	0	0	0	0	0	0
Bolo de arroz	1	1	0	0	0	0	0	0
Bolo de bolacha	1	1	0	0	0	0	1	0
Bolo de mel	1	1	0	0	1	0	1	0
Bolo de rolo	0	1	0	0	0	0	1	0
Bolo do caco	0	0	0	0	0	0	1	0
Bolo fiado	0	1	0	0	0	0	1	0
Bologna cake	0	0	0	0	1	0	0	0
Bologna sandwich	1	0	0	0	0	0	1	0
Bolognese sauce	1	0	0	0	0	0	0	0
Bolu kukus	1	1	0	0	0	0	1	0
Boluo fan	0	0	0	0	1	0	0	0
Bolus	1	1	0	0	0	0	1	0
Bombay mix	0	0	0	0	0	1	1	0
Bombay potato	0	0	0	0	0	0	0	0
Bombe glacée	1	1	0	0	1	0	0	0
Bombolone	1	1	0	0	0	0	1	0
Bonbon	1	0	0	0	1	0	0	0
Bonda	0	0	0	0	0	0	1	0
Bondiola sandwich	0	0	0	0	0	0	1	0
Bonfire toffee	0	0	0	0	0	0	0	0
Boodog	0	0	0	0	0	0	0	0
Boondi	0	0	0	0	0	0	1	0
Boortsog	1	0	0	0	0	0	1	0
Booyah	0	0	0	0	0	0	0	0
Booza	1	0	0	0	0	0	0	0
Bopis	0	0	0	0	0	0	0	1
Boquerones en vinagre	0	0	1	0	0	0	0	0
Borani	1	0	0	0	0	0	0	0
Bordelaise sauce	1	0	0	0	0	0	0	0
Börek	1	1	0	0	0	0	1	0
Borhani	1	0	0	0	0	0	0	0
Bori	0	0	0	0	0	0	0	0
Borlengo	1	1	0	0	0	0	1	0
Borodinsky bread	0	0	0	0	0	0	1	0
Borș	1	0	0	0	0	0	0	0
Borș de burechiușe	1	0	0	0	0	0	0	0
Borscht	0	0	0	0	0	0	0	0
Bosintang	0	0	0	0	0	0	0	1
Bosna	0	0	0	0	0	0	0	0
Bosnian pot	0	0	0	0	0	0	0	0
Bossam	0	0	0	0	0	0	0	1
Boston baked beans	0	0	0	0	0	0	0	0
Boston bun	1	1	0	0	0	0	1	0
Boston cream pie	1	1	0	0	0	0	1	0
Botamochi	0	0	0	0	0	0	0	1
Botok	0	0	1	0	0	0	0	0
Bottarga	0	0	1	0	0	0	0	0
Bougatsa	1	1	0	0	0	0	1	0
Bouillabaisse	0	0	1	1	0	0	0	0
Bouillon	0	0	0	0	0	0	0	0
Bouillon cube	0	0	0	0	0	0	1	0
Boûkète	0	0	0	0	0	0	0	0
Boule	0	0	0	0	0	0	1	0
Boulets à la Liégeoise	0	1	0	0	0	0	1	0
Boulou	0	1	0	0	0	0	1	0
Bouneschlupp	1	0	0	0	0	0	0	0
Bourbon ball	0	0	0	0	1	0	0	0
Bourbon biscuit	0	0	0	0	0	0	1	0
Bourbon chicken	0	0	0	0	0	0	0	1
Bourdeto	0	0	1	0	0	0	0	0
Bourekas	1	1	0	0	0	0	1	0
Bourride	0	1	1	0	0	0	0	0
Bouyiourdi	1	0	0	0	0	0	0	0
Boxty	1	0	0	0	0	0	1	0
Boyoz	0	0	0	0	0	0	1	0
Bra sausage	0	0	0	0	0	0	0	0
Brændende kærlighed	1	0	0	0	0	0	0	0
Braised rice	0	0	0	0	0	0	1	0
Brandade	1	0	1	0	0	0	0	0
Brandy snaps	0	0	0	0	0	0	1	0
Brassói aprópecsenye	0	0	0	0	0	0	0	0
Bratwurst	0	0	0	0	0	0	0	0
Braunschweiger	0	0	0	0	0	0	0	0
Brazo de Mercedes	1	1	0	0	0	0	0	0
Bread	0	0	0	0	0	0	1	0
Bread and butter pudding	1	1	0	0	0	0	1	0
Bread bowl	0	0	0	0	0	0	1	0
Bread pakora	0	0	0	0	0	0	1	0
Bread pudding	1	1	0	0	0	0	1	0
Bread roll	1	0	0	0	0	0	1	0
Bread soup	0	1	0	0	0	0	1	0
Breadcrumbs	0	0	0	0	0	0	1	0
Breadstick	0	0	0	0	0	0	1	0
Breakfast burrito	1	1	0	0	0	0	1	0
Breakfast roll	0	1	0	0	0	0	1	0
Breakfast sandwich	1	1	0	0	0	0	1	0
Bredele	0	1	0	0	1	0	1	0
Brem	0	0	0	0	0	0	0	0
Bremer Klaben	1	0	0	0	1	0	1	0
Brenebon	0	0	0	0	0	0	0	0
Brenntar	0	0	0	0	0	0	0	0
Brési	0	0	0	0	0	0	1	0
Breudher	1	1	0	0	0	0	1	0
Bridge mix	0	0	0	0	1	0	0	0
Bridie	0	0	0	0	0	0	1	0
Brier Hill–style pizza	1	0	0	0	0	0	1	0
Brigadeiro	1	0	0	0	0	0	0	0
Brik	0	1	1	0	0	0	1	0
Brioche	1	1	0	0	0	0	1	0
Briouat	0	1	0	0	0	0	1	0
Brisket	0	0	0	0	0	0	0	0
Brittle	0	0	0	0	1	0	0	0
Broa	0	0	0	0	0	0	1	0
Broa de Avintes	0	0	0	0	0	0	1	0
Broa de mel	0	1	0	0	0	0	1	0
Brongkos	0	0	0	0	1	0	0	0
Broodje gezond	1	1	0	0	0	0	1	0
Brose	0	0	0	0	0	0	1	0
Brown Betty	0	0	0	0	0	0	1	0
Brown Bobby	0	0	0	0	0	0	0	0
Brown bread	0	0	0	0	0	0	1	0
Brown sauce	0	0	0	0	0	0	0	0
Brown stew chicken	0	0	0	0	0	0	0	1
Broyé poitevin	0	1	0	0	0	0	1	0
Brudet	0	0	1	0	0	0	0	0
Brühwurst	0	0	0	0	0	0	0	0
Brunost	1	0	0	0	0	0	0	0
Brunswick stew	0	0	0	0	0	0	0	0
Bruschetta	0	0	0	0	0	0	1	0
Bruscitti	0	0	0	0	0	0	0	0
Bruttiboni	0	1	0	0	1	0	0	0
Bryja	1	0	0	0	0	0	0	0
Bryndzové halušky	1	0	0	0	0	0	0	0
Buah melaka	0	0	0	0	0	0	0	0
Bubble and squeak	1	0	0	0	0	0	0	0
Bubble gum	0	0	0	0	0	0	0	0
Bubble tea	1	0	0	0	0	0	0	0
Bublik	0	0	0	0	0	0	1	0
Bubur ayam	0	0	0	0	1	0	0	1
Bubur cha cha	0	0	0	0	0	0	0	0
Bubur ketan hitam	0	0	0	0	0	0	0	0
Bubur pedas	0	0	0	0	0	0	0	0
Bucatini	0	0	0	0	0	0	1	0
Buccellato	0	0	0	0	1	0	1	0
Buccellato di Lucca	0	0	0	0	1	0	1	0
Buchimgae	0	1	0	0	0	0	1	1
Buchteln	1	1	0	0	0	0	1	0
Buckeye	0	0	0	0	1	1	0	0
Buckwheat gateau	1	1	0	0	0	0	0	0
Budae-jjigae	0	0	0	0	0	0	1	1
Buddha Jumps Over the Wall	0	1	1	0	0	0	0	0
Budino	1	1	0	0	0	0	0	0
Budu	0	0	1	0	0	0	0	0
Buffalo ribs	0	0	0	0	0	0	0	0
Buffalo sauce	1	0	0	0	0	0	0	0
Buffalo wing	1	0	0	0	0	0	0	0
Bugak	0	0	0	0	0	0	1	0
Bukayo	0	0	0	0	0	0	0	0
Bukkumi	0	0	0	0	1	0	0	0
Buko pandan cake	1	1	0	0	0	0	1	0
Buko pie	1	1	0	0	0	0	1	0
Buko salad	1	0	0	0	0	0	0	0
Bulalo	0	0	1	0	0	0	0	0
Bulan dan mek	0	0	0	0	0	0	0	0
Bülbül yuvası	0	0	0	0	0	0	1	0
Buldak	0	0	0	0	0	0	0	1
Buldak Ramen	0	0	0	0	0	0	1	0
Bulemas	0	1	0	0	0	0	1	0
Bulgogi	0	0	0	0	0	0	0	1
Buljol	0	0	1	0	0	0	0	0
Bulkie roll	0	0	0	0	0	0	1	0
Bulla cake	1	1	0	0	0	0	1	0
Bullens pilsnerkorv	0	0	0	0	0	0	0	0
Bumbleberry pie	0	0	0	0	0	0	1	0
Bun	1	1	0	0	0	0	1	0
Bún bò Huế	0	0	1	0	0	0	0	0
Bun cha	0	0	1	0	0	0	0	0
Bun kebab	0	1	0	0	0	0	1	0
Bún mắm	0	1	1	1	0	0	0	0
Bún ốc	0	0	1	0	0	0	0	0
Bún riêu	0	0	1	1	0	0	0	0
Bún thịt nướng	0	0	0	0	0	0	1	0
Bundevara	0	0	0	0	1	0	0	0
Bündner Nusstorte	1	0	0	0	1	0	1	0
Bündnerfleisch	0	0	0	0	0	0	0	0
Bundt cake	1	1	0	0	0	0	1	0
Bungeo-ppang	1	1	0	0	0	0	1	0
Bunny chow	0	0	0	0	0	0	1	0
Buntil	0	0	1	0	0	0	0	0
Buñuelo	0	1	0	0	0	0	1	0
Bupyeon	0	0	0	0	0	0	0	1
Burasa	0	0	0	0	0	0	0	0
Burebrot	1	1	0	0	0	0	1	0
Burgo	0	1	0	0	0	0	0	0
Burgoo	0	0	0	0	0	0	1	0
Buridda	0	0	1	0	0	0	0	0
Burmese curry	0	0	1	0	0	0	0	0
Burmese fried rice	0	1	1	1	0	0	0	1
Burmese fritters	0	0	0	0	0	0	1	0
Burmese milk tea	1	0	0	0	0	0	0	0
Burmese pork offal skewers	0	0	1	0	0	0	0	1
Burmese salads	0	0	1	0	0	1	0	0
Burmese tofu	0	0	0	0	0	0	0	1
Burong isda	0	0	1	0	0	0	0	0
Burong mangga	0	0	0	0	0	0	0	0
Burrito	1	0	0	0	0	0	1	0
Burro percherón	1	0	0	0	0	0	0	0
Bursa Cantik Pide	1	1	0	0	0	0	1	0
Bush bread	0	0	0	0	0	0	1	0
Bushmeat	0	0	0	0	0	0	0	0
Busiate	0	0	0	0	0	0	1	0
Bustrengo	0	0	0	0	1	0	1	0
Butajiru	0	0	0	0	0	0	0	1
Butifarra Soledeñas	0	0	0	0	0	0	0	0
Butter burger	1	0	0	0	0	0	1	0
Butter cake	1	1	0	0	0	0	1	0
Butter chicken	1	0	0	0	0	0	0	0
Butter cookie	1	0	0	0	0	0	1	0
Butter mochi	1	1	0	0	0	0	0	0
Butter pecan	1	0	0	0	1	0	0	0
Butter pie	1	0	0	0	0	0	1	0
Butter tart	1	1	0	0	0	0	0	0
Butter tea	1	0	0	0	0	0	0	0
Butterbrot	0	0	0	0	0	0	1	0
Buttercream	1	0	0	0	0	0	0	0
Butterfly pea flower tea	0	0	0	0	0	0	0	0
Butterkuchen	1	1	0	0	1	0	1	0
Buttermilk	1	0	0	0	0	0	0	0
Buttermilk koldskål	1	1	0	0	0	0	0	0
Buttermilk pie	1	1	0	0	0	0	1	0
Butterscotch	1	0	0	0	0	0	0	0
Buttery	0	0	0	0	0	0	1	0
Buuz	0	0	0	0	0	0	1	0
Cabanatuan longganisa	0	0	0	0	0	0	0	1
Cabbage soup	0	0	0	0	0	0	0	0
Cabell d àngel	0	0	0	0	0	0	0	0
Cabinet pudding	1	1	0	0	0	0	1	0
Cacasse à cul nu	0	0	0	0	0	0	0	0
Cacavellu	1	0	0	0	0	0	0	0
Cacciatore	0	0	0	0	0	0	0	0
Cacciucco	0	0	1	1	0	0	1	0
Cachapa	1	0	0	0	0	0	0	0
Cachopo	1	1	0	0	0	0	1	0
Cachupa	0	0	0	0	0	0	0	0
Cacio e pepe	1	0	0	0	0	0	1	0
Cadbury Creme Egg	1	0	0	0	0	0	0	0
Caesar salad	1	1	0	0	0	0	1	0
Café au lait	1	0	0	0	0	0	0	0
Café con leche	1	0	0	0	0	0	0	0
Café liégeois	1	0	0	0	0	0	0	0
Caffè americano	0	0	0	0	0	0	0	0
Caffè corretto	0	0	0	0	0	0	0	0
Caffè mocha	1	0	0	0	0	0	0	0
Cağ kebabı	0	0	0	0	0	0	0	0
Cajeta de Celaya	1	0	0	0	0	0	0	0
Cajuzinho	1	0	0	0	0	1	0	0
Cakalang fufu	0	0	1	0	0	0	0	0
Cake balls	1	1	0	0	1	0	1	0
Cake pop	1	1	0	0	1	0	1	0
Calamarata	0	0	1	0	0	0	0	0
Caldeirada	0	0	1	0	0	0	0	0
Caldillo de congrio	0	0	1	0	0	0	0	0
Caldo de costilla	0	0	0	0	0	0	0	0
Caldo de pollo	0	0	0	0	0	0	0	0
Caldo de siete mares	0	0	1	1	0	0	0	0
Caldo galego	0	0	0	0	0	0	0	0
Caldo tlalpeño	0	0	0	0	0	0	0	0
Caldo verde	0	0	0	0	0	0	0	0
Calentao	0	0	0	0	0	0	1	0
Calf s liver and bacon	0	0	0	0	0	0	0	0
California roll	0	0	1	0	0	0	0	0
California-style pizza	1	0	0	0	0	0	1	0
Calisson	0	1	0	0	1	0	0	0
Callaloo	0	0	0	0	0	0	0	0
Callos	0	0	0	0	0	0	0	0
Calumpit longganisa	0	0	0	0	0	0	0	1
Calzone	1	0	0	0	0	0	1	0
Camachile cookie	0	1	0	0	1	0	1	0
Camaron rebosado	0	1	0	1	0	0	1	0
Camel rider	0	0	0	0	0	0	0	0
Cameo Creme	1	1	0	0	0	0	0	0
Camote cue	0	0	0	0	0	0	0	0
Campanelle	1	0	0	0	0	0	1	0
Camporelli	0	1	0	0	0	0	1	0
Canadian white bread	0	0	0	0	0	0	1	0
Canapé	1	0	1	1	0	0	1	0
Candel Astra	0	0	0	0	0	0	0	0
Candied almonds	0	0	0	0	1	0	0	0
Candied carrots	1	0	0	0	0	0	0	0
Candied fruit	0	0	0	0	1	0	0	0
Candle salad	1	0	0	0	0	0	0	0
Candy	0	0	0	0	0	0	0	0
Candy apple	0	0	0	0	0	0	0	0
Candy cane	0	0	0	0	0	0	0	0
Candy cigarette	0	0	0	0	0	0	0	0
Candy corn	0	0	0	0	0	0	0	0
Candy pumpkin	0	0	0	0	0	0	0	0
Candy Raisins	0	0	0	0	0	0	0	0
Canelé	1	1	0	0	0	0	1	0
Canestrelli	0	1	0	0	0	0	1	0
Canh chua	0	0	1	0	0	0	0	0
Canja de galinha	0	0	0	0	0	0	0	0
Canjica	1	0	0	0	0	0	0	0
Cannelloni	1	0	0	0	0	0	1	0
Cannoli	1	0	0	0	0	0	1	0
Cansi	0	0	1	0	0	0	0	0
Cantonese seafood soup	0	0	1	1	0	0	0	1
Cao lầu	0	0	0	0	0	0	1	0
Cap cai	0	0	0	0	0	0	0	1
Caparrones	0	0	0	0	0	0	0	0
Capellini	0	0	0	0	0	0	1	0
Capirotada	1	0	0	0	0	1	1	0
Capocollo	0	0	0	0	0	0	0	0
Caponata	0	0	0	0	1	0	0	0
Cappelletti	0	1	0	0	0	0	1	0
Cappello del prete	1	0	0	0	0	0	0	0
Cappon magro	0	1	1	1	0	0	1	0
Capra e fagioli	1	0	0	0	0	0	0	0
Caprese salad	1	0	0	0	0	0	0	0
Capuliato	0	0	0	0	0	0	0	0
Capuns	1	1	0	0	0	0	1	0
Capunti	0	0	0	0	0	0	1	0
Carac	1	1	0	0	0	0	1	0
Carambar	1	0	0	0	0	0	0	0
Caramel	1	0	0	0	0	0	0	0
Caramel apple	0	0	0	0	1	0	0	0
Caramel corn	1	0	0	0	0	0	1	0
Caramel shortbread	1	0	0	0	0	0	1	0
Caramel tart	1	0	0	0	0	0	1	0
Caramelized pork and eggs	0	1	1	0	0	0	0	0
Caramilk	1	0	0	0	0	0	0	0
Carapulcra	0	0	0	0	0	1	0	0
Caraway seed cake	1	1	0	0	0	0	1	0
Carbonara	0	1	0	0	0	0	1	0
Carciofi alla giudia	0	0	0	0	0	0	0	0
Carciofi alla romana	0	0	0	0	0	0	0	0
Cardamom bread	1	1	0	0	0	0	1	0
Carimañola	0	0	0	0	0	0	0	0
Carne asada	0	0	0	0	0	0	0	0
Carne asada fries	1	0	0	0	0	0	1	0
Carne de vinha d alhos	0	0	0	0	0	0	0	0
Carnenorte guisado	0	0	0	0	0	0	0	1
Carne seca	0	0	0	0	0	0	0	0
Carniolan sausage	0	0	0	0	0	0	0	0
Carnitas	0	0	0	0	0	0	0	0
Caro	1	0	0	0	1	0	0	0
Carolina style	0	0	0	0	0	0	0	0
Carpaccio	1	0	0	0	0	0	0	0
Carrot cake	0	1	0	0	0	0	1	0
Carrot chip	0	0	0	0	0	0	0	0
Carrot pudding	1	0	0	0	1	0	0	0
Casarecce	0	0	0	0	0	0	1	0
Casatiello	1	1	0	0	0	0	1	0
Cascaron	0	1	0	0	0	0	1	0
Cascatelli	0	0	0	0	0	0	1	0
Cașcaval pane	1	1	0	0	0	0	1	0
Cashew butter	0	0	0	0	1	0	0	0
Cashew chicken	0	0	0	0	1	0	0	1
Cashew pie	0	1	0	0	1	0	0	0
Casoncelli	0	1	0	0	0	0	1	0
Cassata	1	0	0	0	1	0	1	0
Cassatella di Agira	1	0	0	0	0	0	1	0
Cassatella di sant Agata	1	0	0	0	0	0	1	0
Cassava cake	0	1	0	0	0	0	0	0
Casserole	1	0	0	0	0	0	1	0
Cassia flower bud salad	0	0	0	0	0	1	0	0
Cassoeula	0	0	0	0	0	0	0	0
Cassoulet	0	0	0	0	0	0	1	0
Castagnaccio	0	0	0	0	1	0	1	0
Castella	0	1	0	0	0	0	1	0
Casunziei	1	0	0	0	0	0	1	0
Cat tongue	0	1	0	0	0	0	1	0
Catànies	0	0	0	0	1	0	0	0
Catfish stew	0	0	1	0	0	0	0	0
Cauliflower cheese	1	0	0	0	0	0	1	0
Causa limeña	0	1	0	0	0	0	0	0
Cavallucci	0	0	0	0	1	0	1	0
Cavatappi	0	0	0	0	0	0	1	0
Cavatelli	0	0	0	0	0	0	1	0
Cawl	0	0	0	0	0	0	0	0
Caycay	0	0	0	0	0	0	0	0
Cayeye	0	0	0	0	0	0	0	0
Cazuela	0	0	0	0	0	0	0	0
Cazuela de mariscos	0	0	1	1	0	0	0	0
CC s	1	0	0	0	0	0	1	0
Cebolada	0	0	0	0	0	0	0	0
Cebularz	0	0	0	0	0	0	1	0
Cecina	0	0	0	0	0	0	0	0
Celery Victor	0	0	0	0	0	0	0	0
Cellophanenoodles	0	0	0	0	0	0	0	0
Cemita	1	0	0	0	0	0	1	0
Cencioni	0	0	0	0	0	0	1	0
Cendol	0	0	0	0	0	0	1	0
Cenil	0	0	0	0	0	0	0	0
Cenovis	0	0	0	0	0	0	0	0
Century egg	0	1	0	0	0	0	0	0
Cepelinai	0	0	0	0	0	0	1	0
Cerealine	0	0	0	0	0	0	1	0
Cervelat	0	0	0	0	0	0	0	0
Cervelle de canut	1	0	0	0	0	0	0	0
Česnica	0	0	0	0	0	0	1	0
Češnovka	1	0	0	0	0	0	0	0
Ćevapi	0	0	0	0	0	0	0	0
Ceviche	0	0	1	0	0	0	0	0
Cevizli Irmik Tatlısı	0	0	0	0	1	0	0	0
Ceylon	0	0	1	0	0	0	0	0
Cezerye	0	0	0	0	1	0	0	0
Chả cá Lã Vọng	0	0	1	0	1	1	0	0
Chả giò	0	1	1	0	0	0	0	0
Cha kroeung	0	0	0	0	0	0	0	0
Chả lụa	0	0	1	0	0	0	0	0
Chả rươi	0	0	1	0	0	0	0	0
Cha siu bao	0	0	0	0	0	0	1	1
Chả trứng	0	1	1	0	0	0	0	0
Chaas	1	0	0	0	0	0	0	0
Chaat	1	0	0	0	0	0	0	0
Chabrot	0	0	0	0	0	0	1	0
Chacarero	0	0	0	0	0	0	1	0
Chahan	0	1	1	0	0	0	0	1
Chai tow kway	0	1	0	0	0	0	1	0
Chairo	0	0	0	0	0	0	0	0
Chajá	0	1	0	0	0	0	0	0
Chak-Chak	0	1	0	0	0	0	1	0
Chakapuli	0	0	0	0	0	0	0	0
Chakhchoukha	0	0	0	0	0	0	1	0
Chakka prathaman	0	0	0	0	1	0	0	0
Chakli	0	0	0	0	0	0	1	0
Chakna	0	0	0	0	0	0	0	0
Chakodi	0	0	0	0	0	0	1	0
Chakuli pitha	0	0	0	0	0	0	1	0
Chal	0	0	0	0	0	0	0	0
Chalakiles	0	1	0	0	0	0	0	0
Chalbori-ppang	1	1	0	0	0	0	1	0
Challah	0	1	0	0	0	0	1	0
Chalupa	1	0	0	0	0	0	1	0
Chamba Chukh	0	0	0	0	0	0	0	0
Chammanthi podi	0	0	0	0	0	0	0	0
Chamoyada	0	0	0	0	0	0	0	0
Champ	1	0	0	0	0	0	0	0
Champaran meat	0	0	0	0	0	0	0	0
Champon	0	0	1	1	0	0	1	0
Champorado	1	0	0	0	0	0	0	0
Champurrado	1	0	0	0	0	0	0	0
Chana masala	0	0	0	0	0	0	0	0
Chanakhi	0	0	0	0	0	0	0	0
Chanang	0	0	1	1	0	0	0	1
Chancaca	0	0	0	0	0	0	0	0
Chandrakanti	1	0	0	0	1	0	1	0
Changua	1	1	0	0	0	0	0	0
Chankonabe	0	0	1	0	0	0	1	0
Chanochi	0	0	0	0	0	0	0	0
Chanpurū	0	1	0	0	0	0	0	1
Chao hong guo	0	1	0	0	0	0	0	0
Chạo tôm	0	0	1	1	0	0	0	0
Chaogan	0	0	0	0	0	0	0	1
Chaoqi	0	0	0	0	0	0	0	0
Chaoshou	0	0	0	0	0	0	1	1
Chapalele	0	0	0	0	0	0	1	0
Chapati	0	0	0	0	0	0	1	0
Chapea	0	0	0	0	0	0	0	0
Chapli kebab	0	1	0	0	0	0	1	0
Chapssal doughnut	0	0	0	0	0	0	1	0
Chapssal-tteok	0	0	0	0	0	0	1	0
Char kway teow	0	1	1	1	0	0	1	1
Char siu	0	0	0	0	0	0	0	1
Charcuterie board	1	0	0	0	1	0	1	0
Chargha	1	0	0	0	0	0	0	0
Charlotte	1	1	0	0	0	0	0	0
Charoset	0	0	0	0	1	0	0	0
Charquicán	0	1	0	0	0	0	0	0
Chartreuse	0	0	0	0	0	0	0	0
Chasan	0	1	0	0	0	0	1	0
Chashni	0	0	0	0	0	0	0	0
Chataamari	0	0	0	0	0	0	1	0
Chatang	0	0	0	0	1	0	1	0
Chateaubriand	1	0	0	0	0	0	0	0
Chatti pathiri	1	1	0	0	1	0	1	0
Chaudfroid sauce	1	0	0	0	0	0	0	0
Chawanmushi	0	1	1	1	1	0	0	1
Chazuke	0	0	1	0	0	0	1	0
Chè	1	0	0	0	0	0	0	0
Chè bà ba	0	0	0	0	0	0	0	0
Chè trôi nước	0	0	0	0	0	0	0	0
Chebakia	0	0	0	0	1	0	1	0
Chebureki	0	0	0	0	0	0	1	0
Checca sauce	0	0	0	0	0	0	0	0
Cheddar sauce	1	0	0	0	0	0	1	0
Cheddars	1	0	0	0	0	0	1	0
Cheekies	1	0	0	0	0	0	0	0
Cheese and crackers	1	0	0	0	0	0	1	0
Cheese and onion pie	1	1	0	0	0	0	1	0
Cheese and pickle sandwich	1	0	0	0	0	0	1	0
Cheese cracker	1	0	0	0	0	0	1	0
Cheese dessert of Biga	1	1	0	0	0	0	1	0
Cheese dog	1	0	0	0	0	0	1	0
Cheese fries	1	0	0	0	0	0	1	0
Cheese latke	1	1	0	0	0	0	1	0
Cheese on toast	1	0	0	0	0	0	1	0
Cheese pudding	1	1	0	0	0	0	1	0
Cheese puffs	1	0	0	0	0	0	0	0
Cheese roll	1	1	0	0	0	0	1	0
Cheese sandwich	1	0	0	0	0	0	1	0
Cheese sauce	1	0	0	0	0	0	1	0
Cheese slaw	1	0	0	0	0	0	0	0
Cheeseburger	1	0	0	0	0	0	1	0
Cheesecake	1	1	0	0	0	0	1	0
Cheesesteak	1	0	0	0	0	0	1	0
Cheesymite scroll	1	0	0	0	0	0	1	0
Chef Brown Sauce	0	0	0	0	0	0	0	0
Chef salad	1	1	0	0	0	0	0	0
Chelfray	0	1	0	0	1	0	1	0
Chelow kabab	0	0	0	0	0	0	0	0
Chelsea bun	1	1	0	0	0	0	1	0
Cheong	0	0	0	0	1	0	0	0
Cheonggukjang	0	0	0	0	0	0	0	1
Chermoula	0	0	0	0	0	0	0	0
Cherpumple	1	1	0	0	0	0	1	0
Cherry cake	1	1	0	0	0	0	1	0
Cherry ice cream	1	0	0	0	0	0	0	0
Cherry pie	1	0	0	0	0	0	1	0
Chess pie	1	1	0	0	0	0	0	0
Chèvre chaud	1	0	0	0	0	0	1	0
Chewing gum	0	0	0	0	0	0	0	0
Chha kh nhei	0	0	1	0	0	0	0	0
Chha trob	0	0	1	0	0	0	0	0
Chhanamukhi	1	0	0	0	0	0	0	0
Chhena	1	0	0	0	0	0	0	0
Chhena gaja	1	0	0	0	0	0	0	0
Chhena jalebi	1	0	0	0	0	0	0	0
Chhena Jhili	1	0	0	0	0	0	0	0
